r_f1,r_f2,r_f3,s_f1,s_f2,s_f3
-1.1533316635305162,-1.8659741452848686,-1.7417251628044166,-1.1660813346599717,-1.809081099203024,-1.6823035328581137
-1.1651441265283724,-1.0518979713463534,-2.029271338751845,-1.1660814083295339,-1.0761339973403063,-2.054584523254885
-1.1610744929193555,-1.8800516260215057,-1.522900148721114,-1.1660813981066158,-1.9320069393132322,-1.5771645923095887
-1.1532457466880464,-1.602285901190931,-2.076197806488539,-1.1660813628992406,-1.3788316853238416,-1.8428122948553403
-1.1557562083979358,-1.9299091384721812,-1.8922800768872343,-1.1660813500775387,-1.7495149745984109,-1.7038683974890563
-1.1642833391573677,-1.9317046532749496,-2.595500139307477,-1.166081373264587,-1.2672832959361253,-1.9015489661096578
-1.16418828071841,-1.6063290622363817,-2.6553688106316335,-1.1660814086689812,-1.0580984877927664,-2.0827724556107867
-1.1554242729783983,-1.4760270789908736,-2.6520691106014294,-1.1660814122690386,-1.0122421211801003,-2.1676715088313685
-1.1677645928259366,-1.8528761068308786,-2.7944939149583696,-1.1660814008093001,-1.1059253847380117,-2.014345412323223
-1.1519526759892973,-1.1381482179601399,-2.163512837721491,-1.1660814085784188,-1.0591715323671107,-2.081026083030752
-1.1678337080793382,-1.1959923861628154,-1.8935260657363742,-1.166081442458332,-1.5283375488996633,-1.7720795133488496
-1.150397175463185,-1.0198182749789233,-2.6208211004741333,-1.166081417123884,-0.9118373096256225,-2.5080410053738587
-1.150403418761197,-0.8527418027304583,-1.9584654733936557,-1.1660814114274973,-1.0261340499405462,-2.1395640416512594
-1.1606402214376903,-1.1201084795629985,-2.76452196937157,-1.1660814173991558,-0.9064972588755689,-2.541416946666462
-1.154149552577037,-1.388206440565682,-2.6167226822441565,-1.1660814130592414,-0.9950668707088107,-2.2061102623302324
-1.1685921645818798,-1.8091983690108573,-1.7110846152743595,-1.1660814424583321,-1.924342874001437,-1.5694979141232828
-1.1658360015929117,-1.5417174638223152,-2.1144610159156754,-1.1660813689831229,-1.313391588338454,-1.875987326895415
-1.1505113419792492,-0.8567749857932816,-2.5767397649872015,-1.1660814179389294,-0.8961297437221653,-2.617843651044991
-1.1516800953555355,-1.0520773987338865,-1.8798495379700122,-1.1660813846085891,-1.1472421025499104,-1.979243778459533
-1.1649220179379727,-1.1147307693880286,-1.6429354197941402,-1.1660814424583317,-1.6739437689019956,-1.7264673443737688
